#gene_id	transcript_id	sprot_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	Kegg	gene_ontology_BLASTX	gene_ontology_BLASTP	gene_ontology_Pfam	transcript	peptide
TRINITY_DN122_c0_g1	TRINITY_DN122_c0_g1_i1	SIGB_MYCTU^SIGB_MYCTU^Q:40-255,H:251-321^41.667%ID^E:8.87e-11^RecName: Full=RNA polymerase sigma factor SigB;^Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex	.	.	.	.	.	.	.	COG0568^Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)	KEGG:mtu:Rv2710	GO:0005829^cellular_component^cytosol`GO:0005886^cellular_component^plasma membrane`GO:0003677^molecular_function^DNA binding`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0043175^molecular_function^RNA polymerase core enzyme binding`GO:0016987^molecular_function^sigma factor activity`GO:0006352^biological_process^DNA-templated transcription, initiation`GO:0045893^biological_process^positive regulation of transcription, DNA-templated`GO:0009408^biological_process^response to heat`GO:0001666^biological_process^response to hypoxia`GO:0009410^biological_process^response to xenobiotic stimulus	.	.	.	.
TRINITY_DN196_c0_g1	TRINITY_DN196_c0_g1_i1	COPG2_XENTR^COPG2_XENTR^Q:1-261,H:773-856^40.909%ID^E:4.32e-13^RecName: Full=Coatomer subunit gamma-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana	.	.	.	.	.	.	.	.	KEGG:xtr:493381	GO:0030126^cellular_component^COPI vesicle coat`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0016020^cellular_component^membrane`GO:0005198^molecular_function^structural molecule activity`GO:0006888^biological_process^endoplasmic reticulum to Golgi vesicle-mediated transport`GO:0006891^biological_process^intra-Golgi vesicle-mediated transport`GO:0006886^biological_process^intracellular protein transport`GO:0072384^biological_process^organelle transport along microtubule`GO:0009306^biological_process^protein secretion	.	.	.	.
TRINITY_DN133_c0_g1	TRINITY_DN133_c0_g1_i1	RS28_ICTPU^RS28_ICTPU^Q:201-49,H:7-55^72.549%ID^E:2.73e-19^RecName: Full=40S ribosomal protein S28;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Siluriformes; Ictaluridae; Ictalurus	.	.	.	.	.	.	.	.	KEGG:ipu:100304578	GO:0098556^cellular_component^cytoplasmic side of rough endoplasmic reticulum membrane`GO:0022627^cellular_component^cytosolic small ribosomal subunit`GO:0042788^cellular_component^polysomal ribosome`GO:0003735^molecular_function^structural constituent of ribosome`GO:0002181^biological_process^cytoplasmic translation	.	.	.	.
TRINITY_DN166_c0_g1	TRINITY_DN166_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN117_c0_g1	TRINITY_DN117_c0_g1_i1	AT131_CAEEL^AT131_CAEEL^Q:1-264,H:1067-1153^43.182%ID^E:2.08e-08^RecName: Full=Probable manganese-transporting ATPase catp-8 {ECO:0000305};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	.	.	.	.	.	.	.	KEGG:cel:CELE_C10C6.6	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0046872^molecular_function^metal ion binding`GO:0006812^biological_process^cation transport`GO:0006874^biological_process^cellular calcium ion homeostasis	.	.	.	.
TRINITY_DN195_c0_g1	TRINITY_DN195_c0_g1_i1	C1GLT_DROME^C1GLT_DROME^Q:19-279,H:218-304^31.111%ID^E:1.22e-09^RecName: Full=Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora	.	.	.	.	.	.	.	.	KEGG:dme:Dmel_CG9520	GO:0016021^cellular_component^integral component of membrane`GO:0048531^molecular_function^beta-1,3-galactosyltransferase activity`GO:0016263^molecular_function^glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity`GO:0046872^molecular_function^metal ion binding`GO:0021551^biological_process^central nervous system morphogenesis`GO:0009247^biological_process^glycolipid biosynthetic process`GO:0055001^biological_process^muscle cell development`GO:1902037^biological_process^negative regulation of hematopoietic stem cell differentiation`GO:0007528^biological_process^neuromuscular junction development`GO:0016267^biological_process^O-glycan processing, core 1`GO:0006486^biological_process^protein glycosylation`GO:0051489^biological_process^regulation of filopodium assembly	.	.	.	.
TRINITY_DN119_c0_g1	TRINITY_DN119_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN109_c0_g1	TRINITY_DN109_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN101_c0_g1	TRINITY_DN101_c0_g1_i1	SPX3_CHICK^SPX3_CHICK^Q:200-6,H:393-457^43.077%ID^E:3.8e-12^RecName: Full=Sugar phosphate exchanger 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus	.	.	.	.	.	.	.	.	KEGG:gga:418112	GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0022857^molecular_function^transmembrane transporter activity`GO:0008643^biological_process^carbohydrate transport	.	.	.	.
TRINITY_DN128_c0_g1	TRINITY_DN128_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN155_c0_g1	TRINITY_DN155_c0_g1_i1	PCCB_MOUSE^PCCB_MOUSE^Q:2-394,H:410-541^68.939%ID^E:2.66e-56^RecName: Full=Propionyl-CoA carboxylase beta chain, mitochondrial {ECO:0000305|PubMed:11245989};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	TRINITY_DN155_c0_g1_i1.p1	2-397[+]	PCCB_MOUSE^PCCB_MOUSE^Q:1-131,H:410-541^68.939%ID^E:2.12e-56^RecName: Full=Propionyl-CoA carboxylase beta chain, mitochondrial {ECO:0000305|PubMed:11245989};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	KEGG:mmu:66904	GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0004658^molecular_function^propionyl-CoA carboxylase activity	GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0004658^molecular_function^propionyl-CoA carboxylase activity	.	.	.
TRINITY_DN114_c0_g1	TRINITY_DN114_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN121_c0_g1	TRINITY_DN121_c0_g1_i1	LIPA2_PHATC^LIPA2_PHATC^Q:375-4,H:137-260^85.484%ID^E:9.99e-70^RecName: Full=Lipoyl synthase 2, mitochondrial;^Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyceae; Bacillariophycidae; Naviculales; Phaeodactylaceae; Phaeodactylum	.	TRINITY_DN121_c0_g1_i1.p1	1-375[-]	LIPA2_PHATC^LIPA2_PHATC^Q:1-124,H:137-260^85.484%ID^E:8.99e-70^RecName: Full=Lipoyl synthase 2, mitochondrial;^Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyceae; Bacillariophycidae; Naviculales; Phaeodactylaceae; Phaeodactylum	.	.	.	.	KEGG:pti:PHATRDRAFT_28652	GO:0005739^cellular_component^mitochondrion`GO:0051539^molecular_function^4 iron, 4 sulfur cluster binding`GO:0016992^molecular_function^lipoate synthase activity`GO:0102552^molecular_function^lipoyl synthase activity (acting on glycine-cleavage complex H protein`GO:0102553^molecular_function^lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein)`GO:0046872^molecular_function^metal ion binding`GO:0009249^biological_process^protein lipoylation	GO:0005739^cellular_component^mitochondrion`GO:0051539^molecular_function^4 iron, 4 sulfur cluster binding`GO:0016992^molecular_function^lipoate synthase activity`GO:0102552^molecular_function^lipoyl synthase activity (acting on glycine-cleavage complex H protein`GO:0102553^molecular_function^lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein)`GO:0046872^molecular_function^metal ion binding`GO:0009249^biological_process^protein lipoylation	.	.	.
TRINITY_DN125_c0_g1	TRINITY_DN125_c0_g1_i1	RK10_ARATH^RK10_ARATH^Q:3-227,H:59-134^38.158%ID^E:4.24e-12^RecName: Full=50S ribosomal protein L10, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT5G13510	GO:0009507^cellular_component^chloroplast`GO:0009941^cellular_component^chloroplast envelope`GO:0009570^cellular_component^chloroplast stroma`GO:0022626^cellular_component^cytosolic ribosome`GO:0015934^cellular_component^large ribosomal subunit`GO:0009536^cellular_component^plastid`GO:0019843^molecular_function^rRNA binding`GO:0003735^molecular_function^structural constituent of ribosome`GO:0042254^biological_process^ribosome biogenesis`GO:0006412^biological_process^translation	.	.	.	.
TRINITY_DN156_c0_g1	TRINITY_DN156_c0_g1_i1	FDHC_METTF^FDHC_METTF^Q:338-69,H:3-91^38.889%ID^E:9.9e-08^RecName: Full=Probable formate transporter;^Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter	.	TRINITY_DN156_c0_g1_i1.p1	3-404[-]	FDHC_METTF^FDHC_METTF^Q:23-112,H:3-91^40%ID^E:3.9e-11^RecName: Full=Probable formate transporter;^Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter	.	.	.	.	.	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0022857^molecular_function^transmembrane transporter activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0022857^molecular_function^transmembrane transporter activity	.	.	.
TRINITY_DN176_c0_g1	TRINITY_DN176_c0_g1_i1	SYV_ALCBS^SYV_ALCBS^Q:221-3,H:853-925^47.945%ID^E:5.01e-14^RecName: Full=Valine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_02004};^Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax	.	.	.	.	.	.	.	COG0525^amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)	KEGG:abo:ABO_0492	GO:0005737^cellular_component^cytoplasm`GO:0002161^molecular_function^aminoacyl-tRNA editing activity`GO:0005524^molecular_function^ATP binding`GO:0004832^molecular_function^valine-tRNA ligase activity`GO:0006438^biological_process^valyl-tRNA aminoacylation	.	.	.	.
TRINITY_DN150_c0_g1	TRINITY_DN150_c0_g1_i1	NIR_EMENI^NIR_EMENI^Q:269-48,H:956-1031^50.633%ID^E:1.45e-16^RecName: Full=Nitrite reductase [NAD(P)H];^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Aspergillus subgen. Nidulantes	.	.	.	.	.	.	.	.	KEGG:ani:AN1007.2	GO:0051537^molecular_function^2 iron, 2 sulfur cluster binding`GO:0051539^molecular_function^4 iron, 4 sulfur cluster binding`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0008942^molecular_function^nitrite reductase [NAD(P)H] activity`GO:0042128^biological_process^nitrate assimilation`GO:0006807^biological_process^nitrogen compound metabolic process	.	.	.	.
TRINITY_DN573_c0_g1	TRINITY_DN573_c0_g1_i1	SYTC_MOUSE^SYTC_MOUSE^Q:198-1,H:390-455^72.727%ID^E:1.2e-30^RecName: Full=Threonine--tRNA ligase 1, cytoplasmic;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:110960	GO:0015629^cellular_component^actin cytoskeleton`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0004812^molecular_function^aminoacyl-tRNA ligase activity`GO:0005524^molecular_function^ATP binding`GO:0042802^molecular_function^identical protein binding`GO:0004829^molecular_function^threonine-tRNA ligase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006435^biological_process^threonyl-tRNA aminoacylation`GO:0006418^biological_process^tRNA aminoacylation for protein translation	.	.	.	.
TRINITY_DN573_c0_g1	TRINITY_DN573_c0_g1_i2	SYTC_MOUSE^SYTC_MOUSE^Q:211-2,H:390-459^74.286%ID^E:1.97e-33^RecName: Full=Threonine--tRNA ligase 1, cytoplasmic;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:110960	GO:0015629^cellular_component^actin cytoskeleton`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0004812^molecular_function^aminoacyl-tRNA ligase activity`GO:0005524^molecular_function^ATP binding`GO:0042802^molecular_function^identical protein binding`GO:0004829^molecular_function^threonine-tRNA ligase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006435^biological_process^threonyl-tRNA aminoacylation`GO:0006418^biological_process^tRNA aminoacylation for protein translation	.	.	.	.
TRINITY_DN565_c0_g1	TRINITY_DN565_c0_g1_i1	PSD11_XENTR^PSD11_XENTR^Q:3-203,H:355-421^47.761%ID^E:4.84e-15^RecName: Full=26S proteasome non-ATPase regulatory subunit 11;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana	.	.	.	.	.	.	.	.	KEGG:xtr:100492225	GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0022624^cellular_component^proteasome accessory complex`GO:0008541^cellular_component^proteasome regulatory particle, lid subcomplex`GO:0005198^molecular_function^structural molecule activity`GO:0043248^biological_process^proteasome assembly`GO:0048863^biological_process^stem cell differentiation`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	.	.	.	.
TRINITY_DN581_c0_g1	TRINITY_DN581_c0_g1_i1	NACA1_ARATH^NACA1_ARATH^Q:1-249,H:54-136^72.289%ID^E:6.33e-38^RecName: Full=Nascent polypeptide-associated complex subunit alpha-like protein 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT3G12390	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0022626^cellular_component^cytosolic ribosome`GO:0005854^cellular_component^nascent polypeptide-associated complex`GO:0009506^cellular_component^plasmodesma`GO:0051082^molecular_function^unfolded protein binding`GO:0006612^biological_process^protein targeting to membrane	.	.	.	.
TRINITY_DN578_c0_g1	TRINITY_DN578_c0_g1_i1	GNAI2_CHICK^GNAI2_CHICK^Q:3-422,H:218-354^45%ID^E:2.04e-32^RecName: Full=Guanine nucleotide-binding protein G(i) subunit alpha-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus	.	TRINITY_DN578_c0_g1_i1.p1	3-431[+]	GNAI2_CHICK^GNAI2_CHICK^Q:1-140,H:218-354^45%ID^E:1.84e-32^RecName: Full=Guanine nucleotide-binding protein G(i) subunit alpha-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus	.	.	.	.	KEGG:gga:396367	GO:0005813^cellular_component^centrosome`GO:0005737^cellular_component^cytoplasm`GO:0005834^cellular_component^heterotrimeric G-protein complex`GO:0030496^cellular_component^midbody`GO:0005886^cellular_component^plasma membrane`GO:0001664^molecular_function^G protein-coupled receptor binding`GO:0031683^molecular_function^G-protein beta/gamma-subunit complex binding`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0046872^molecular_function^metal ion binding`GO:0007193^biological_process^adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0001973^biological_process^G protein-coupled adenosine receptor signaling pathway`GO:0007214^biological_process^gamma-aminobutyric acid signaling pathway	GO:0005813^cellular_component^centrosome`GO:0005737^cellular_component^cytoplasm`GO:0005834^cellular_component^heterotrimeric G-protein complex`GO:0030496^cellular_component^midbody`GO:0005886^cellular_component^plasma membrane`GO:0001664^molecular_function^G protein-coupled receptor binding`GO:0031683^molecular_function^G-protein beta/gamma-subunit complex binding`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0046872^molecular_function^metal ion binding`GO:0007193^biological_process^adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0001973^biological_process^G protein-coupled adenosine receptor signaling pathway`GO:0007214^biological_process^gamma-aminobutyric acid signaling pathway	.	.	.
TRINITY_DN510_c0_g1	TRINITY_DN510_c0_g1_i1	GLNA2_ORYSJ^GLNA2_ORYSJ^Q:20-703,H:181-406^70.175%ID^E:8.44e-112^RecName: Full=Glutamine synthetase, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa	.	TRINITY_DN510_c0_g1_i1.p1	2-736[+]	GLNA2_ORYSJ^GLNA2_ORYSJ^Q:7-234,H:181-406^70.175%ID^E:7.59e-112^RecName: Full=Glutamine synthetase, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa	.	.	.	.	KEGG:osa:4337272	GO:0048046^cellular_component^apoplast`GO:0009941^cellular_component^chloroplast envelope`GO:0009570^cellular_component^chloroplast stroma`GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0005737^cellular_component^cytoplasm`GO:0022626^cellular_component^cytosolic ribosome`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0004356^molecular_function^glutamate-ammonia ligase activity`GO:0003729^molecular_function^mRNA binding`GO:0006542^biological_process^glutamine biosynthetic process`GO:0046686^biological_process^response to cadmium ion	GO:0048046^cellular_component^apoplast`GO:0009941^cellular_component^chloroplast envelope`GO:0009570^cellular_component^chloroplast stroma`GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0005737^cellular_component^cytoplasm`GO:0022626^cellular_component^cytosolic ribosome`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0004356^molecular_function^glutamate-ammonia ligase activity`GO:0003729^molecular_function^mRNA binding`GO:0006542^biological_process^glutamine biosynthetic process`GO:0046686^biological_process^response to cadmium ion	.	.	.
TRINITY_DN570_c0_g1	TRINITY_DN570_c0_g1_i1	DNAK_CHESB^DNAK_CHESB^Q:240-1,H:312-391^76.25%ID^E:1.55e-36^RecName: Full=Chaperone protein DnaK {ECO:0000255|HAMAP-Rule:MF_00332};^Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Chelativorans; unclassified Chelativorans	.	.	.	.	.	.	.	COG0443^Heat shock protein	KEGG:mes:Meso_0679	GO:0005524^molecular_function^ATP binding`GO:0051082^molecular_function^unfolded protein binding`GO:0006457^biological_process^protein folding	.	.	.	.
TRINITY_DN541_c0_g1	TRINITY_DN541_c0_g1_i1	PCNA_RAT^PCNA_RAT^Q:2-202,H:192-258^73.134%ID^E:1.04e-28^RecName: Full=Proliferating cell nuclear antigen;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	.	.	.	.	.	.	.	.	KEGG:rno:25737	GO:0005813^cellular_component^centrosome`GO:0000785^cellular_component^chromatin`GO:0000307^cellular_component^cyclin-dependent protein kinase holoenzyme complex`GO:0016604^cellular_component^nuclear body`GO:0005652^cellular_component^nuclear lamina`GO:0043596^cellular_component^nuclear replication fork`GO:0005634^cellular_component^nucleus`GO:0043626^cellular_component^PCNA complex`GO:0070557^cellular_component^PCNA-p21 complex`GO:0005657^cellular_component^replication fork`GO:0003682^molecular_function^chromatin binding`GO:0003684^molecular_function^damaged DNA binding`GO:0032139^molecular_function^dinucleotide insertion or deletion binding`GO:0070182^molecular_function^DNA polymerase binding`GO:0030337^molecular_function^DNA polymerase processivity factor activity`GO:0019899^molecular_function^enzyme binding`GO:0030331^molecular_function^estrogen receptor binding`GO:0035035^molecular_function^histone acetyltransferase binding`GO:0042802^molecular_function^identical protein binding`GO:0032405^molecular_function^MutLalpha complex binding`GO:0008022^molecular_function^protein C-terminus binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0000701^molecular_function^purine-specific mismatch base pair DNA N-glycosylase activity`GO:0030971^molecular_function^receptor tyrosine kinase binding`GO:0008134^molecular_function^transcription factor binding`GO:0006287^biological_process^base-excision repair, gap-filling`GO:0070301^biological_process^cellular response to hydrogen peroxide`GO:0034644^biological_process^cellular response to UV`GO:0071466^biological_process^cellular response to xenobiotic stimulus`GO:0030855^biological_process^epithelial cell differentiation`GO:0044849^biological_process^estrous cycle`GO:0007507^biological_process^heart development`GO:0006272^biological_process^leading strand elongation`GO:0097421^biological_process^liver regeneration`GO:0006298^biological_process^mismatch repair`GO:1902990^biological_process^mitotic telomere maintenance via semi-conservative replication`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0032077^biological_process^positive regulation of deoxyribonuclease activity`GO:0045739^biological_process^positive regulation of DNA repair`GO:0045740^biological_process^positive regulation of DNA replication`GO:1900264^biological_process^positive regulation of DNA-directed DNA polymerase activity`GO:0031297^biological_process^replication fork processing`GO:0046686^biological_process^response to cadmium ion`GO:0071548^biological_process^response to dexamethasone`GO:0032355^biological_process^response to estradiol`GO:1902065^biological_process^response to L-glutamate`GO:0033993^biological_process^response to lipid`GO:0006979^biological_process^response to oxidative stress`GO:0019985^biological_process^translesion synthesis	.	.	.	.
TRINITY_DN528_c0_g1	TRINITY_DN528_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN571_c0_g1	TRINITY_DN571_c0_g1_i1	KPYK_EIMTE^KPYK_EIMTE^Q:230-3,H:52-128^59.74%ID^E:2.01e-26^RecName: Full=Pyruvate kinase;^Eukaryota; Sar; Alveolata; Apicomplexa; Conoidasida; Coccidia; Eucoccidiorida; Eimeriorina; Eimeriidae; Eimeria	.	.	.	.	.	.	.	.	.	GO:0005524^molecular_function^ATP binding`GO:0016301^molecular_function^kinase activity`GO:0000287^molecular_function^magnesium ion binding`GO:0030955^molecular_function^potassium ion binding`GO:0004743^molecular_function^pyruvate kinase activity	.	.	.	.
TRINITY_DN577_c0_g1	TRINITY_DN577_c0_g1_i1	TMN7_ARATH^TMN7_ARATH^Q:2-217,H:562-633^50.685%ID^E:2.26e-17^RecName: Full=Transmembrane 9 superfamily member 7 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT3G13772	GO:0005737^cellular_component^cytoplasm`GO:0005768^cellular_component^endosome`GO:0010008^cellular_component^endosome membrane`GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0000138^cellular_component^Golgi trans cisterna`GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005802^cellular_component^trans-Golgi network`GO:0005774^cellular_component^vacuolar membrane`GO:0006878^biological_process^cellular copper ion homeostasis`GO:0006882^biological_process^cellular zinc ion homeostasis`GO:0006811^biological_process^ion transport`GO:0072657^biological_process^protein localization to membrane	.	.	.	.
